User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,masked_prompt,target,incorrect,test_type,choiceA,choiceB,target_col,Please select the best answer to fill in the blank.
XH7FWCGRRXDJ,sundial,ancient,new,museum,store,I found the sundial in the museum. The sundial is _____.,ancient,new,1,new,ancient,choiceB,{{choiceB}}
FWD4Z73KK6F6,calculator,simple,scientific,child's,chemist's,The calculator is located in a chemist's room. The calculator is _____.,scientific,simple,2,scientific,simple,choiceA,{{choiceA}}
3MMFR6RXMZM2,maple syrup,edible,inedible,flowing,congealed,The maple syrup was flowing. The maple syrup is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
FWD4Z73KK6F6,needle,sharp,dull,ease,difficulty,The needle penetrated with ease. The needle is _____.,sharp,dull,1,sharp,dull,choiceA,{{choiceA}}
FWD4Z73KK6F6,blowfish,edible,indigestible,delectable,poisonous,Trained and careful preparation can determine if a blowfish will be poisonous. The blowfish is _____.,indigestible,edible,2,indigestible,edible,choiceA,{{choiceB}}
3MMFR6RXMZM2,boomerang,long,short,tall,tiny,I couldn't get a good grib on the boomerang because it was too tall. The boomerang is _____.,long,short,1,short,long,choiceB,{{choiceB}}
3MMFR6RXMZM2,prism,transparent,dusty,colorful,drab,"As the light shone through the prism, the reflection on the wall was very colorful. The prism is _____.",transparent,dusty,1,transparent,dusty,choiceA,{{choiceA}}
FPMCK2P37RW2,figurine,gold,plastic,pricey,cheap,Evelyn purchased a cheap figurine for decoration. The figurine is _____.,plastic,gold,2,gold,plastic,choiceB,{{choiceB}}
FPMCK2P37RW2,telephone pole,horizontal,standing,rolled,climbed,Margaret climbed the telephone pole. The telephone pole is _____.,standing,horizontal,2,standing,horizontal,choiceA,{{choiceA}}
3MMFR6RXMZM2,sword,long,tiny,fencing,gaminh,Frank swung his sword madly while fencing. The sword is _____.,long,tiny,1,long,tiny,choiceA,{{choiceA}}
FWD4Z73KK6F6,bathtub,small,huge,one,many,Bill's new house had a bathtub made for one. The bathtub is _____.,small,huge,1,huge,small,choiceB,{{choiceB}}
EZCVAWE2HAMP,ironing board,wooden,cloth,hard,soft,Mark went to the store to decide to buy a hard Iron board. The ironing board is _____.,wooden,cloth,1,wooden,cloth,choiceA,{{choiceA}}
FWD4Z73KK6F6,snorkel,portable,unlovable,moved,hated,I hated the snorkel she gave me. The snorkel is _____.,unlovable,portable,2,unlovable,portable,choiceA,{{choiceA}}
QHKQ32WVQEGN,panda,large,small,adult,baby,The zoo exhibit proudly showed off the adult panda. The panda is _____.,large,small,1,large,small,choiceA,{{choiceA}}
VNAQPVX4R36A,pretzel,edible,mouldy,fresh,stale,George bought a pretzel and it was fresh. The pretzel is _____.,edible,mouldy,1,mouldy,edible,choiceB,{{choiceB}}
EZCVAWE2HAMP,detonator,electronic,analog,digital,traditional,You can't use a traditional detonator for that. The detonator is _____.,analog,electronic,2,analog,electronic,choiceA,{{choiceB}}
FWD4Z73KK6F6,arch,round,square,keystone,corners,Mike hung the lights from the keystone of the arch. The arch is _____.,round,square,1,round,square,choiceA,{{choiceA}}
3MMFR6RXMZM2,lizard,extinct,alive,missing,found,The lizard is found all over Flordia. The lizard is _____.,alive,extinct,2,extinct,alive,choiceB,{{choiceB}}
EZCVAWE2HAMP,potpie,small,large,toddler,crowd,Terry made a potpie for a crowd. The potpie is _____.,large,small,2,small,large,choiceB,{{choiceB}}
3MMFR6RXMZM2,rhinoceros,large,small,out,in,"When looking at the rhinoceros through the scope he was in the frame,. The rhinoceros is _____.",small,large,2,small,large,choiceA,{{choiceB}}
EZCVAWE2HAMP,box,open,sealed,afternoon,Eve,The box was a present and it was Christmas afternoon. The box is _____.,open,sealed,1,open,sealed,choiceA,{{choiceA}}
XH7FWCGRRXDJ,measuring cup,circular,heart,basketball,love,The measuring cup reminded Kim of love. The measuring cup is _____.,heart,circular,2,heart,circular,choiceA,{{choiceA}}
VNAQPVX4R36A,door,open,closed,through,into,Mike walked through the door. The door is _____.,open,closed,1,closed,open,choiceB,{{choiceB}}
FWD4Z73KK6F6,railing,high,low,adult,toddler,The adult could reach the railing. The railing is _____.,high,low,1,low,high,choiceB,{{choiceA}}
3MMFR6RXMZM2,grater,circular,angular,round,square,Tim found the grater to fit perfectly into the round package. The grater is _____.,circular,angular,1,circular,angular,choiceA,{{choiceA}}
XH7FWCGRRXDJ,diving board,plastic,rock,pool,waterfall,The diving board was part of a waterfall. The diving board is _____.,rock,plastic,2,rock,plastic,choiceA,{{choiceA}}
XH7FWCGRRXDJ,visor,transparent,murky,ease,difficulty,Tina could see through the visor with difficulty. The visor is _____.,murky,transparent,2,murky,transparent,choiceA,{{choiceA}}
EZCVAWE2HAMP,barbed wire,invisible,visible,missed,saw,Violet missed the barbed wire while running away. The barbed wire is _____.,invisible,visible,1,visible,invisible,choiceB,{{choiceB}}
FPMCK2P37RW2,stalagmite,hard,soft,survived,noticed,Susan barely survived when she ran into the stalagmite. The stalagmite is _____.,hard,soft,1,hard,soft,choiceA,{{choiceA}}
EZCVAWE2HAMP,chute,straight,curved,Bottom,Side,Mary could see the Bottom of the clothes chute. The chute is _____.,straight,curved,1,curved,straight,choiceB,{{choiceB}}
FWD4Z73KK6F6,makeup,perfect,poor,gorgeous,unalluring,Kerri went to a professional makeup artist and she ended up looking gorgeous. The makeup is _____.,perfect,poor,1,perfect,poor,choiceA,{{choiceA}}
XH7FWCGRRXDJ,rifle,heavy,light,wagon,strap,We carried the rifle with a strap. The rifle is _____.,light,heavy,2,light,heavy,choiceA,{{choiceA}}
3MMFR6RXMZM2,yacht,empty,full,many,no,There is enough room on the yacht to fit no extra people. The yacht is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
FWD4Z73KK6F6,scoreboard,accurate,inaccurate,methodically,erratically,The scoreboard updated erratically. The scoreboard is _____.,inaccurate,accurate,2,accurate,inaccurate,choiceB,{{choiceB}}
FWD4Z73KK6F6,spaghetti,hot,frozen,microwave,freezer,Mark pulled the spaghetti out of the microwave. The spaghetti is _____.,hot,frozen,1,frozen,hot,choiceB,{{choiceB}}
3MMFR6RXMZM2,wheat,edible,inedible,processed,decayed,Jackie's wheat is decayed. The wheat is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
FPMCK2P37RW2,popcorn,cold,scalding,expired,popped,The popcorn had just expired. The popcorn is _____.,cold,scalding,1,cold,scalding,choiceA,{{choiceA}}
FWD4Z73KK6F6,braid,long,cut,finished,snipped,Jenny's braid had been finished. The braid is _____.,long,cut,1,cut,long,choiceB,{{choiceB}}
XH7FWCGRRXDJ,cape,long,short,men's,boys',Don found his cape in the men's section. The cape is _____.,long,short,1,short,long,choiceB,{{choiceB}}
3MMFR6RXMZM2,computer,here,missing,known,unknown,The location of Jin's computer is known. The computer is _____.,here,missing,1,here,missing,choiceA,{{choiceA}}
XH7FWCGRRXDJ,doll,human,inhuman,princess,dragon,Susan's doll was a princess. The doll is _____.,human,inhuman,1,inhuman,human,choiceB,{{choiceB}}
FWD4Z73KK6F6,kangaroo,extinct,hopping,ninety,three,The kangaroo is three years old. The kangaroo is _____.,hopping,extinct,2,hopping,extinct,choiceA,{{choiceA}}
XH7FWCGRRXDJ,wagon,empty,stuffed,ease,difficulty,The oxen pulled the wagon with difficulty. The wagon is _____.,stuffed,empty,2,empty,stuffed,choiceB,{{choiceB}}
VNAQPVX4R36A,trowel,edible,inedible,candy,tin,Bill made the trowel out of tin. The trowel is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
3MMFR6RXMZM2,ear,small,huge,bird,elephant,Susan examined the elephant ear. The ear is _____.,huge,small,2,small,huge,choiceB,{{choiceB}}
XH7FWCGRRXDJ,spaghetti,hot,frozen,microwave,freezer,Mark pulled the spaghetti out of the freezer. The spaghetti is _____.,frozen,hot,2,hot,frozen,choiceB,{{choiceB}}
QHKQ32WVQEGN,sarcophagus,large,short,adult,child,The lost tomb was found which had adult sarcophaguses in the crypt. The sarcophagus is _____.,large,short,1,large,short,choiceA,{{choiceA}}
3MMFR6RXMZM2,gun,empty,full,not,just,Jane had not reloaded the gun. The gun is _____.,empty,full,1,empty,full,choiceA,{{choiceA}}
XH7FWCGRRXDJ,robot,dead,alive,destroyed,fine,The robot was fine after falling off the wall. The robot is _____.,alive,dead,2,alive,dead,choiceA,{{choiceA}}
EZCVAWE2HAMP,gong,large,tiny,pyramid,desk,The bronze gong sat on top of the pyramid. The gong is _____.,large,tiny,1,large,tiny,choiceA,{{choiceA}}
FWD4Z73KK6F6,tortilla,circular,triangular,Wheela,Tents,Tim made Wheela out of his food tonight. The tortilla is _____.,circular,triangular,1,triangular,circular,choiceB,{{choiceB}}
FPMCK2P37RW2,coral,large,damaged,observed,poisoned,The boat observed the impressive coral. The coral is _____.,large,damaged,1,large,damaged,choiceA,{{choiceA}}
3MMFR6RXMZM2,skin,smooth,rough,not,desperately,Moisturizing cream is not needed for this skin. The skin is _____.,smooth,rough,1,rough,smooth,choiceB,{{choiceB}}
EZCVAWE2HAMP,garbage,clean,dirty,washed,used,Richard just used his garbage can. The garbage is _____.,dirty,clean,2,dirty,clean,choiceA,{{choiceA}}
3MMFR6RXMZM2,thumb,swollen,okay,metal,cloth,Brians's thumb was hit by a metal ball when playing around. The thumb is _____.,swollen,okay,1,okay,swollen,choiceB,{{choiceB}}
XH7FWCGRRXDJ,rim,round,angular,bucket,box,Linda picked up her bucket by the rim. The rim is _____.,round,angular,1,angular,round,choiceB,{{choiceB}}
XH7FWCGRRXDJ,eye,visible,invisible,right,mystic,The guru opened his right eye. The eye is _____.,visible,invisible,1,invisible,visible,choiceB,{{choiceB}}
XH7FWCGRRXDJ,coral,abundant,scarce,little,lot,Jenny paid a lot for her coral necklace. The coral is _____.,scarce,abundant,2,abundant,scarce,choiceB,{{choiceB}}
FWD4Z73KK6F6,bear,extinct,reproducing,no,many,Tim was in the seeing no cubs around. The bear is _____.,extinct,reproducing,1,extinct,reproducing,choiceA,{{choiceA}}
XH7FWCGRRXDJ,teapot,empty,full,Off,On,The stove was Off when the kettle was on the range. The teapot is _____.,empty,full,1,empty,full,choiceA,{{choiceA}}
FWD4Z73KK6F6,money,there,missing,found,gone,When I checked my wallet the money was found. The money is _____.,there,missing,1,there,missing,choiceA,{{choiceA}}
XH7FWCGRRXDJ,hail,heavy,light,injured,unharmed,The lizard was injured during the hail. The hail is _____.,heavy,light,1,light,heavy,choiceB,{{choiceB}}
FWD4Z73KK6F6,swimsuit,optional,mandatory,legal,illegal,It is legal to swim nude there. The swimsuit is _____.,optional,mandatory,1,mandatory,optional,choiceB,{{choiceB}}
FWD4Z73KK6F6,sandbag,portable,immobile,pallets,cement,Bill put the sandbags on pallets for the storm. The sandbag is _____.,portable,immobile,1,portable,immobile,choiceA,{{choiceA}}
QRFN2MNYRJMF,door,open,closed,through,into,Mike walked into the door. The door is _____.,closed,open,2,closed,open,choiceA,{{choiceB}}
XH7FWCGRRXDJ,hay,warm,cold,sun ,shade,The hay was sitting in the sun  all day. The hay is _____.,warm,cold,1,cold,warm,choiceB,{{choiceB}}
3MMFR6RXMZM2,screen,full,filled,cleaned,wiped,The bug screen needed to be wiped before using again. The screen is _____.,filled,full,2,filled,full,choiceA,{{choiceA}}
FPMCK2P37RW2,headdress,optional,necessary,bed,ceremony,The Native American chief was in a ceremony. The headdress is _____.,necessary,optional,2,optional,necessary,choiceB,{{choiceB}}
3MMFR6RXMZM2,modem,wireless,wired,password,cable,Bill connected his mom's laptop with a password. The modem is _____.,wireless,wired,1,wireless,wired,choiceA,{{choiceA}}
FWD4Z73KK6F6,match,over,commencing,lose,win,Mike heard the music and realized will lose this match. The match is _____.,over,commencing,1,commencing,over,choiceB,{{choiceB}}
FWD4Z73KK6F6,radio,good,horrible,liked,hated,Emily really hated the radio. The radio is _____.,horrible,good,2,good,horrible,choiceB,{{choiceB}}
EZCVAWE2HAMP,cream cheese,popular,unpopular,hard,easy,The cashier said this kind of cream cheese was easy to keep in stock. The cream cheese is _____.,unpopular,popular,2,unpopular,popular,choiceA,{{choiceA}}
XH7FWCGRRXDJ,leek,edible,toxic,Refreshed,Sick ,Mary took a bite of the leek and felt Sick . The leek is _____.,toxic,edible,2,toxic,edible,choiceA,{{choiceA}}
FPMCK2P37RW2,stiletto,long,stubby,greatly,barely,Maria's stiletto greatly made her look taller. The stiletto is _____.,long,stubby,1,stubby,long,choiceB,{{choiceB}}
FWD4Z73KK6F6,javelin,long,stubby,elegantly,awkwardly,Ricardo threw the javelin and it flew through the air elegantly. The javelin is _____.,long,stubby,1,stubby,long,choiceB,{{choiceB}}
FWD4Z73KK6F6,woman,dead,breathing,glassy,blinking,"Looking down at the scene of the accident, the officer could see the woman's eyes were blinking. The woman is _____.",breathing,dead,2,dead,breathing,choiceB,{{choiceB}}
EZCVAWE2HAMP,mantle,flat,bumpy,pressed,wrinkly,Sam's mantle was wrinkly when she pulled it out of the washing machine. The mantle is _____.,bumpy,flat,2,bumpy,flat,choiceA,{{choiceA}}
3MMFR6RXMZM2,snack,edible,uneatable,devoured,discarded,Jen devoured the snacks. The snack is _____.,edible,uneatable,1,uneatable,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,calculator,simple,scientific,child's,chemist's,The calculator is located in a child's room. The calculator is _____.,simple,scientific,1,simple,scientific,choiceA,{{choiceA}}
XH7FWCGRRXDJ,spool,long,stub,numerous,few,The spool held few coils. The spool is _____.,stub,long,2,long,stub,choiceB,{{choiceB}}
FPMCK2P37RW2,hot tub,empty,overflowing,broken,running,The hot tub in Jerry's room was running. The hot tub is _____.,overflowing,empty,2,empty,overflowing,choiceB,{{choiceB}}
FWD4Z73KK6F6,chute,straight,crooked,aligned,angled,"When cleaning the chute, you will need an aligned mop. The chute is _____.",straight,crooked,1,straight,crooked,choiceA,{{choiceA}}
3MMFR6RXMZM2,puppet,dead,animated,dropped,jumped,Tims play was really good especially when the puppet jumped from the top. The puppet is _____.,animated,dead,2,animated,dead,choiceA,{{choiceA}}
FWD4Z73KK6F6,knitting needle,long,small,knit,embroider,Patricia was using her knitting needle to embroider. The knitting needle is _____.,small,long,2,long,small,choiceB,{{choiceB}}
3MMFR6RXMZM2,scoreboard,online,offline,disconnected,connected,Brad disconnected the scoreboard. The scoreboard is _____.,online,offline,1,online,offline,choiceA,{{choiceB}}
FPMCK2P37RW2,drawer,empty,full,endless,no,Jane had no space available in the drawer. The drawer is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
XH7FWCGRRXDJ,cape,long,small,adults,kids,John's cape was for kids. The cape is _____.,small,long,2,small,long,choiceA,{{choiceA}}
FPMCK2P37RW2,chute,straight,bent,smooth,uneven,The ball's path through the chute  was uneven. The chute is _____.,bent,straight,2,bent,straight,choiceA,{{choiceA}}
XJKGQQWFXKTX,leg,dead,alive,amputated,rested,The doctor said that Bill's leg would have to be amputated. The leg is _____.,dead,alive,1,dead,alive,choiceA,{{choiceA}}
FWD4Z73KK6F6,timer,accurate,inaccurate,early,late,Jim was early to work because of his timer. The timer is _____.,accurate,inaccurate,1,accurate,inaccurate,choiceA,{{choiceB}}
XH7FWCGRRXDJ,exerciser,passive,energetic,normally,rapidly,"By the end of the routine, he was breathing rapidly. The exerciser is _____.",energetic,passive,2,passive,energetic,choiceB,{{choiceB}}
76VNAHQ9VAC3,cord,elastic,stiff,bending,thick,Mark bought a new lamp and the cord was thick. The cord is _____.,stiff,elastic,2,stiff,elastic,choiceA,{{choiceA}}
EZCVAWE2HAMP,makeup,perfect,ugly,Clean ,Runny,Bill told his wife her make up looked Runny. The makeup is _____.,ugly,perfect,2,perfect,ugly,choiceB,{{choiceB}}
FPMCK2P37RW2,spout,open,closed,flowing,obstructed,The plumbing is flowing from the spout. The spout is _____.,open,closed,1,closed,open,choiceB,{{choiceB}}
QRFN2MNYRJMF,bush,dead,thriving,brown,green,The bush in Mike's yard is entirely brown. The bush is _____.,dead,thriving,1,thriving,dead,choiceB,{{choiceB}}
3MMFR6RXMZM2,teapot,cold,hot,silent,whistling,Mary put the teapot on the stove and it was whistling. The teapot is _____.,hot,cold,2,cold,hot,choiceB,{{choiceB}}
VNAQPVX4R36A,maple syrup,bitter,sweet,lemon,honey,Bill mixed his maple syrup with lemon. The maple syrup is _____.,bitter,sweet,1,bitter,sweet,choiceA,{{choiceA}}
EZCVAWE2HAMP,loveseat,here,elsewhere,arrived,shipped,The loveseat has arrived. The loveseat is _____.,here,elsewhere,1,elsewhere,here,choiceB,{{choiceB}}
3MMFR6RXMZM2,flamingo,extinct,living,Blue,Pink,Mark took pictures of the landscape noticing the color Pink in the lake. The flamingo is _____.,living,extinct,2,extinct,living,choiceB,{{choiceB}}
XH7FWCGRRXDJ,container,empty,full,into,from,I poured the water from the container. The container is _____.,full,empty,2,empty,full,choiceB,{{choiceA}}
FWD4Z73KK6F6,cuckoo clock,ancient,new,grandmother,Amazon,I got this cuckoo clock from my Amazon. The cuckoo clock is _____.,new,ancient,2,ancient,new,choiceB,{{choiceB}}
76VNAHQ9VAC3,sardine,edible,inedible,dated,outdated,The expiration date on the sardine can is dated. The sardine is _____.,edible,inedible,1,edible,inedible,choiceA,{{choiceB}}
VNAQPVX4R36A,raspberry,edible,dropped,plate,floor,Jenny picked up the raspberry off of the plate. The raspberry is _____.,edible,dropped,1,edible,dropped,choiceA,{{choiceA}}
FWD4Z73KK6F6,llama,large,small,father,baby,The llama was a father. The llama is _____.,large,small,1,small,large,choiceB,{{choiceB}}
FPMCK2P37RW2,star fruit,edible,spoiled,picked,tossed,The star fruit was recently picked. The star fruit is _____.,edible,spoiled,1,spoiled,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,sandwich,edible,inedible,ham,plastic,John's sandwich was made of ham. The sandwich is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,dress,simple,complex,minutes,days,It took minutes for Mike to complete sowing the dress. The dress is _____.,simple,complex,1,simple,complex,choiceA,{{choiceA}}
EZCVAWE2HAMP,cart,empty,full,purchased,observed,Barbara observed what was in her cart. The cart is _____.,full,empty,2,full,empty,choiceA,{{choiceA}}
