Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	biased_context_prompt	adversarial_context_prompt
trashcan	empty	full	dumped	placed	Jill grabbed her trash can and dumped it on the gorund. The trashcan is ____.	Jill grabbed her trash can and placed it on the gorund. The trashcan is ____.
detonator	electronic	nonelectronic 	button	plunger	He pushed the button to set off the explosives. The detonator is ____.	He pushed the plunger to set off the explosives. The detonator is ____.
seaweed	toxic	non-toxic	flaoting	swimming	A bunch of fish were found flaoting near the seaweed. The seaweed is ____.	A bunch of fish were found swimming near the seaweed. The seaweed is ____.
playpen	empty	full	AM	PM	The McDonald's opened at 6 AM and it was 4 AM. The playpen is ____.	The McDonald's opened at 6 AM and it was 4 PM. The playpen is ____.
scaffold	empty	full	noone	workers	There is noone upon the scaffold. The scaffold is ____.	There is workers upon the scaffold. The scaffold is ____.
trigger	here	elsewhere	  nearby	remotely	The trigger needs to be activated   nearby. The trigger is ____.	The trigger needs to be activated remotely. The trigger is ____.
bean	edible	poisonous	satisfied	nauseous	The giant ate the bean and felt satisfied. The bean is ____.	The giant ate the bean and felt nauseous. The bean is ____.
lizard	edible	noxious	devoured	rejected	The man on the island devoured the cooked lizard. The lizard is ____.	The man on the island rejected the cooked lizard. The lizard is ____.
kimono	short	long	daughter	mother	The kimono was made for Miho's daughter. The kimono is ____.	The kimono was made for Miho's mother. The kimono is ____.
coffin	empty	filled	barren	stuffed	The barren coffin caused Mary to get emotional. The coffin is ____.	The stuffed coffin caused Mary to get emotional. The coffin is ____.
spout	open	blocked	water	nothing	Bill plugged in the hose and water came out. The spout is ____.	Bill plugged in the hose and nothing came out. The spout is ____.
beehive	large	tiny	swarm 	few	Randal ran hitting a beehive and a swarm  came flying out of it. The beehive is ____.	Randal ran hitting a beehive and a few came flying out of it. The beehive is ____.
milk	cold	hot	condensation	steam	Fred's glass of milk had condensation around it. The milk is ____.	Fred's glass of milk had steam around it. The milk is ____.
slot	empty	full	accepted	declined	When I tried to apply for the program slot, my application was accepted. The slot is ____.	When I tried to apply for the program slot, my application was declined. The slot is ____.
peppermint	poisonous	maintained	sick	well	Matt felt sick after eating a peppermint. The peppermint is ____.	Matt felt well after eating a peppermint. The peppermint is ____.
blowfish	edible	indigestible	delectable	poisonous	Trained and careful preparation can determine if a blowfish will be delectable. The blowfish is ____.	Trained and careful preparation can determine if a blowfish will be poisonous. The blowfish is ____.
handle	straight	bent	confidently	awkwardly	Minnie held the handle confidently. The handle is ____.	Minnie held the handle awkwardly. The handle is ____.
licorice	edible	toxic	delicious	dangerous	Regarding the amount of black licorice one ingests regularly might lead to a delicious chain of events. The licorice is ____.	Regarding the amount of black licorice one ingests regularly might lead to a dangerous chain of events. The licorice is ____.
bed	comfortable	uncomfortable	soundly	miserably	Lola slept soundly. The bed is ____.	Lola slept miserably. The bed is ____.
bamboo	edible	inedible	fantastic	terrible	The bamboo made a fantastic addition to the salad. The bamboo is ____.	The bamboo made a terrible addition to the salad. The bamboo is ____.
coal	hot	chilly	fire	snow	I took the coal out of the fire. The coal is ____.	I took the coal out of the snow. The coal is ____.
window	open	closed	colder	warmer	Mary turned on the heat as night fell and the room got colder. The window is ____.	Mary turned on the heat as night fell and the room got warmer. The window is ____.
lemon	edible	dirty	orchard	dump	Susan found the lemon in the orchard. The lemon is ____.	Susan found the lemon in the dump. The lemon is ____.
skunk	edible	poisonous	oven	garbage	Brian put the freshly skinned skunk in the oven. The skunk is ____.	Brian put the freshly skinned skunk in the garbage. The skunk is ____.
noose	tight	loose	successful	failed	Daniel's suicide attempt was successful. The noose is ____.	Daniel's suicide attempt was failed. The noose is ____.
orange rind	edible	inedible	ripe	green	The orange rind was peeled from a ripe orange. The orange rind is ____.	The orange rind was peeled from a green orange. The orange rind is ____.
scallop	edible	inedible	able 	unable	We were able  to eat the scallop. The scallop is ____.	We were unable to eat the scallop. The scallop is ____.
backpack	full	void	heavy	empty	I didn't take the backpack because it was heavy. The backpack is ____.	I didn't take the backpack because it was empty. The backpack is ____.
zebra	extinct	plentiful	exhausted	reproducing	Zebras have been exhausted for years. The zebra is ____.	Zebras have been reproducing for years. The zebra is ____.
mulberry	poisonous	non-poisonous	sick	safe	The cat was declared sick after eating the mulberry. The mulberry is ____.	The cat was declared safe after eating the mulberry. The mulberry is ____.
grill	open	closed	cooked	defrosted	The burger was being cooked on the grill. The grill is ____.	The burger was being defrosted on the grill. The grill is ____.
stew	good	bad	happy	sad	Bill was happy to have the stew for dinner. The stew is ____.	Bill was sad to have the stew for dinner. The stew is ____.
bok choy	Korean	chinese	Seoul	Shanghai	The bok choy in Jerry's dish was made in Seoul. The bok choy is ____.	The bok choy in Jerry's dish was made in Shanghai. The bok choy is ____.
knitting needle	long	tiny	adults	children	The knitting needle was made for adults. The knitting needle is ____.	The knitting needle was made for children. The knitting needle is ____.
cigarette butt	empty	stuffed	fallen	remained	The ashes in the cigarette butt had fallen. The cigarette butt is ____.	The ashes in the cigarette butt had remained. The cigarette butt is ____.
ant	male	female	worker	queen	The ant is a worker. The ant is ____.	The ant is a queen. The ant is ____.
match	over	commencing	lose	win	Mike heard the music and realized will lose this match. The match is ____.	Mike heard the music and realized will win this match. The match is ____.
plastic film	transparent	opaque	visually	not	Mike could visually confirm what was inside the plastic film. The plastic film is ____.	Mike could not confirm what was inside the plastic film. The plastic film is ____.
lamppost	tall	stubby	difficulty	ease	Marlon could change the bulb of the lamppost with difficulty. The lamppost is ____.	Marlon could change the bulb of the lamppost with ease. The lamppost is ____.
incubator	portable	gigantic	home	farm	The incubator is located at a home. The incubator is ____.	The incubator is located at a farm. The incubator is ____.
coral	large	new	IMAX	ocean	Ashley looked at the coral in the IMAX. The coral is ____.	Ashley looked at the coral in the ocean. The coral is ____.
nightstand	open	locked	unsecured	fastened	I keep my medicine in a unsecured nightstand. The nightstand is ____.	I keep my medicine in a fastened nightstand. The nightstand is ____.
mango	edible	inorganic	fantastic	oversized	Ashley's mango turned out to be fantastic. The mango is ____.	Ashley's mango turned out to be oversized. The mango is ____.
headscarf	optional	mandatory	recommended	demanded	Jerry shouted that the headscarf was recommended. The headscarf is ____.	Jerry shouted that the headscarf was demanded. The headscarf is ____.
hose	elastic	inelastic	circle	line	The hose sat on the ground in a circle. The hose is ____.	The hose sat on the ground in a line. The hose is ____.
canoe	portable	massive	arms	dolly	Rick bought a new canoe which he carried with his arms. The canoe is ____.	Rick bought a new canoe which he carried with his dolly. The canoe is ____.
nightstand	open	closed	Pass	Scratch 	The cat was able to Pass the door to the nightstand. The nightstand is ____.	The cat was able to Scratch  the door to the nightstand. The nightstand is ____.
incubator	open	closed	cold	warm	The chicks in the incubator were cold. The incubator is ____.	The chicks in the incubator were warm. The incubator is ____.
pipe	hollow	full	empty	clogged	The inside of the pipe was empty. The pipe is ____.	The inside of the pipe was clogged. The pipe is ____.
leek	edible	inedible	sing	retch	Tasting the leek made Stan want to sing. The leek is ____.	Tasting the leek made Stan want to retch. The leek is ____.
kazoo	musical	broken	fixed	trashed	The musician fixed his kazoo on Sunday. The kazoo is ____.	The musician trashed his kazoo on Sunday. The kazoo is ____.
computer	dead	fixed	smoke	spin	When he pressed the power button, the computer's fan began to smoke. The computer is ____.	When he pressed the power button, the computer's fan began to spin. The computer is ____.
sheath	thick	thin	heavy	light	The sheath the warrior carries is heavy. The sheath is ____.	The sheath the warrior carries is light. The sheath is ____.
filter	transparent	opaque	clear	black	Donald's filter is clear. The filter is ____.	Donald's filter is black. The filter is ____.
eclair	edible	sweaty	gloved	dripping	The eclair had been touched with gloved hands. The eclair is ____.	The eclair had been touched with dripping hands. The eclair is ____.
barrel	straight	curved	standard	warped	This barrel appears to have been made from standard boards. The barrel is ____.	This barrel appears to have been made from warped boards. The barrel is ____.
candlestick	empty	prepared	melted	new	Tom noticed his candlestick was melted when he went to light it. The candlestick is ____.	Tom noticed his candlestick was new when he went to light it. The candlestick is ____.
latte	hot	frozen	stove	ice	The latte has been on the stove. The latte is ____.	The latte has been on the ice. The latte is ____.
towel	warm	freezing	stove	ice	Patricia left the towel on the stove. The towel is ____.	Patricia left the towel on the ice. The towel is ____.
shrimp	poisonous	nutritious	soap	spices	Heather, the chef, dumped soap on the shrimp. The shrimp is ____.	Heather, the chef, dumped spices on the shrimp. The shrimp is ____.
