Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
swimming pool	open	locked	ease	difficulty	Mike was able to get into the swimming pool with ease. The swimming pool is [MASK].	open	locked	1
chinchilla	long	short	eight	one	The painting of the chinchilla was eight foot tall. The chinchilla is [MASK].	long	short	1
onion	edible	poisoned	butter	hemlock	Bill cooked the onion with butter. The onion is [MASK].	edible	poisoned	1
rattlesnake	edible	inedible	smoked	incinerated	The rattlesnake was smoked over the fire. The rattlesnake is [MASK].	edible	inedible	1
cheese	hard	soft	chunk	dollop	She served dinner with a chunk of cheese. The cheese is [MASK].	hard	soft	1
incubator	open	locked	leaking	stuck	The heat was leaking in the incubator. The incubator is [MASK].	open	locked	1
bread	good	stale	purchased	returned	To test the freshness of the bread, Daryl squeezed the loaf and purchased it. The bread is [MASK].	good	stale	1
beanbag	portable	heavy	carried	lugged	Barb carried the beanbag out of the corner. The beanbag is [MASK].	portable	heavy	1
torso	flat	curved	against	around	She kept the blanket against her torso. The torso is [MASK].	flat	curved	1
bathtub	large	miniature	huge	tiny	The kids got in the huge bathtub. The bathtub is [MASK].	large	miniature	1
wooden leg	straight	bent	waxed	broken	Jerry's wooden leg has been waxed. The wooden leg is [MASK].	straight	bent	1
bowl	empty	full	finished	started	Kayla had finished eating her soup. The bowl is [MASK].	empty	full	1
whiteboard	blank	full	erased	used	Ashley erased her whiteboard. The whiteboard is [MASK].	blank	full	1
hairspray	expensive	ordinary	Oribe	L'Oreal	Richard brought home some Oribe hairspray. The hairspray is [MASK].	expensive	ordinary	1
braid	long	cut	finished	snipped	Jenny's braid had been finished. The braid is [MASK].	long	cut	1
twig	long	tiny	easily	not	Ron tried to reach the twig from far away and could easily. The twig is [MASK].	long	tiny	1
railing	high	low	adult	toddler	The adult could reach the railing. The railing is [MASK].	high	low	1
pine needle	edible	bitter	cake	drink	Mark made a pine needle cake. The pine needle is [MASK].	edible	bitter	1
sewing kit	complete	partial	nothing	thread	William's sewing kit needed nothing. The sewing kit is [MASK].	complete	partial	1
eyepiece	transparent	opaque	near-sighted	eclipse	The eyepiece was designed for the near-sighted. The eyepiece is [MASK].	transparent	opaque	1
wheat	edible	toxic	flour	pesticides	Barbara's wheat is covered in flour. The wheat is [MASK].	edible	toxic	1
tortilla	edible	poisonous	praised	warned	Richard was praised about the tortilla. The tortilla is [MASK].	edible	poisonous	1
banana	edible	inedible	yellow	black	A yellow banana was in my lunchbox. The banana is [MASK].	edible	inedible	1
chin	prominent	unnoticeable	large	small	Dora's chin is large. The chin is [MASK].	prominent	unnoticeable	1
chin	swollen	healthy	bumpy	okay	The boy fell over the curb onto his chin, and it felt bumpy. The chin is [MASK].	swollen	healthy	1
moss	edible	uneatable	alive	dead	The moss growing on the tree was alive. The moss is [MASK].	edible	uneatable	1
robot	dead	alive	destroyed	fine	The robot was destroyed after falling off the wall. The robot is [MASK].	dead	alive	1
bun	round	square	rolling	slicing	Martin made buns by rolling the dough. The bun is [MASK].	round	square	1
kangaroo	extinct	hopping	ninety	three	The kangaroo is ninety years old. The kangaroo is [MASK].	extinct	hopping	1
coral	large	damaged	observed	poisoned	The boat observed the impressive coral. The coral is [MASK].	large	damaged	1
foam	thick	skinny	whole	skim	Jordan made the foam with whole milk. The foam is [MASK].	thick	skinny	1
bow	long	tiny	real	onscreen	Tony's hunting bow was real. The bow is [MASK].	long	tiny	1
bomb	here	there	nearby	overseas	The bomb exploded nearby. The bomb is [MASK].	here	there	1
clover	edible	toxic	ate	avoided	The deer in the meadow ate the clover. The clover is [MASK].	edible	toxic	1
sled	empty	full	slowly	quickly	The sled went down the hill slowly. The sled is [MASK].	empty	full	1
pug	important	unimportant	real	fictional	The pug is real. The pug is [MASK].	important	unimportant	1
rudder	vertical	tipped	straight	left	The plane is going straight. The rudder is [MASK].	vertical	tipped	1
dish	cold	warm	hours	minutes	The dish came out of the oven five hours ago. The dish is [MASK].	cold	warm	1
scalpel	long	short	deep	shallow	Sally's scalpel was best suited for making deep incissions. The scalpel is [MASK].	long	short	1
grate	open	closed	cleaning	crossing	People were cleaning the grate. The grate is [MASK].	open	closed	1
scalpel	long	tiny	elephants	rodents	The scalpel was designed to operate on elephants. The scalpel is [MASK].	long	tiny	1
wheat	edible	inedible	processed	decayed	Jackie's wheat is processed. The wheat is [MASK].	edible	inedible	1
filing cabinet	empty	full	shredded	filed	Mary saw all the papers for the file cabinet being shredded. The filing cabinet is [MASK].	empty	full	1
buffet	optional	mandatory	extra	included	The buffet was extra for every guest. The buffet is [MASK].	optional	mandatory	1
doll	dead	conscious	attacked	ignored	Martin's doll had been attacked by the dog. The doll is [MASK].	dead	conscious	1
dumpling	edible	toxic	full	vomit	Eating the dumping will make you full. The dumpling is [MASK].	edible	toxic	1
cream	thick	thin	whole	diet	Maggie poured the whole cream into the bowl. The cream is [MASK].	thick	thin	1
humvee	long	small	stretched	compact	He wanted to buy a stretched humvee. The humvee is [MASK].	long	small	1
skull	hollow	full	display	human	The skull is in the display. The skull is [MASK].	hollow	full	1
knitting	simple	complex	beginner	master	This was knitted by a beginner knitter. The knitting is [MASK].	simple	complex	1
stew	delicious	sickening	satisfied	ill	The stew made me feel satisfied. The stew is [MASK].	delicious	sickening	1
recorder	portable	stationary	easy	difficult	The recorder is incredible easy to move. The recorder is [MASK].	portable	stationary	1
button	depressed	unpressed	on	off	The device was on. The button is [MASK].	depressed	unpressed	1
sofa bed	flat	curved	comfortable 	bumpy	Our guests thought the sofa bed was comfortable . The sofa bed is [MASK].	flat	curved	1
ping-pong table	endless	tiny	massive	miniature	We played on a massive ping-pong table. The ping-pong table is [MASK].	endless	tiny	1
tambourine	wooden	metal	hollow	clang	The tambourine made a hollow sound. The tambourine is [MASK].	wooden	metal	1
chest	bare	overflowing	poor	rich	Susan looked into the chest and realized she was poor. The chest is [MASK].	bare	overflowing	1
peg	empty	solid	air	wood	The peg was filled with air. The peg is [MASK].	empty	solid	1
block	empty	full	solid	hollow	I picked up a block that was solid. The block is [MASK].	empty	full	1
bed	cold	warm	shade	sun	The bed was sitting in the shade all day. The bed is [MASK].	cold	warm	1
cap	round	flat	baseball	Parisian	MJ liked to wear baseball caps. The cap is [MASK].	round	flat	1
melon	edible	stinky	freezer	garbage	Jackie had thrown the melon into the freezer. The melon is [MASK].	edible	stinky	1
cigarette holder	plastic	metal	thump	clink	The cigarette holder fell to the ground with a thump. The cigarette holder is [MASK].	plastic	metal	1
nut	edible	toxic	full	unwell	Diane felt full after eating the walnuts. The nut is [MASK].	edible	toxic	1
juice	bitter	fresh	revolted	pleased	I was revolted by the juice. The juice is [MASK].	bitter	fresh	1
prune	fruit	fake	dried	sculpted	Susan carefully dried the prune. The prune is [MASK].	fruit	fake	1
napkin	clean	soiled	stored	used	Frederick stored his napkin after dinner. The napkin is [MASK].	clean	soiled	1
toothpaste	liquid	powder	squeezed	shook	Susan squeezed the toothpaste out. The toothpaste is [MASK].	liquid	powder	1
cork	hollow	solid	rolled	flat	Jessie's cork was rolled. The cork is [MASK].	hollow	solid	1
pet food	available	gone	acquirable	missing	Depending on the brand needed for your breed of dog or cat, the pet food might be acquirable. The pet food is [MASK].	available	gone	1
computer	dead	working	broken	fast	They gave me a broken computer. The computer is [MASK].	dead	working	1
skin	thin	thick	easy	difficult	The skin was easy to pinch. The skin is [MASK].	thin	thick	1
cobra	edible	toxic	right	wrong	The man said the cobra was the right kind of snake to eat. The cobra is [MASK].	edible	toxic	1
toe	long	little	right	left	The toe was at the left-hand side of the right foot. The toe is [MASK].	long	little	1
mushroom	edible	inedible	fresh	slimy	The mushroom at John's house was fresh. The mushroom is [MASK].	edible	inedible	1
wax	liquid	mushy	lit	extinguished	The candle was recently lit. The wax is [MASK].	liquid	mushy	1
star fruit	edible	spoiled	picked	tossed	The star fruit was recently picked. The star fruit is [MASK].	edible	spoiled	1
screwdriver	simple	multitool	cheap	expensive	Cole purchased a cheap screwdriver. The screwdriver is [MASK].	simple	multitool	1
fire pit	empty	overflowing	sold	cleaned	Tina knew the fire pit needed to be sold. The fire pit is [MASK].	empty	overflowing	1
hinge	vertical	horizontal	upright	parallel	The window can only open properly with a(n) upright hinge assembled to it. The hinge is [MASK].	vertical	horizontal	1
couch	comfortable	uncomfortable	cotton	wood	Danielle's couch is made of cotton. The couch is [MASK].	comfortable	uncomfortable	1
skunk	edible	noxious	delicious	gross	Tim ran over a skunk who looked delicious to bring home. The skunk is [MASK].	edible	noxious	1
lobster	edible	inedible	sauce	barnacles	The lobster is covered in sauce. The lobster is [MASK].	edible	inedible	1
harness	heavy	light	sturdy	thin	John thought the harness felt sturdy. The harness is [MASK].	heavy	light	1
turf	artificial	sod	synthetics	greenery	The turf is made of synthetics. The turf is [MASK].	artificial	sod	1
box	open	sealed	afternoon	Eve	The box was a present and it was Christmas afternoon. The box is [MASK].	open	sealed	1
napkin	clean	messy	nothing	sauce	Jim wiped his mouth with the napkin getting nothing on it. The napkin is [MASK].	clean	messy	1
dishrag	cold	warm	washer	dryer	Jim pulled the dishrag fresh out of the washer. The dishrag is [MASK].	cold	warm	1
bolt	open	closed	free	occupied	The bathroom was free. The bolt is [MASK].	open	closed	1
granite	abundant	sparse	mountains	meadow	Jill and Mark were in the mountains. The granite is [MASK].	abundant	sparse	1
lizard	edible	inedible	delicious	venomous	The lizard on the table is delicious. The lizard is [MASK].	edible	inedible	1
hood	open	closed	repairing	driving	Frank is repairing his car. The hood is [MASK].	open	closed	1
lemonade	good	bad	best	worst	Marcus exclaimed that his lemonade was the best. The lemonade is [MASK].	good	bad	1
cap	convex	concave	repelled	captured	The curve of the cap repelled the rain. The cap is [MASK].	convex	concave	1
box	open	locked	secure	access	You need a key to secure the box. The box is [MASK].	open	locked	1
pet food	edible	poisonous	safe	dangerous	The dog was able to tell the pet food was safe. The pet food is [MASK].	edible	poisonous	1
navel	flat	curved	board	ball	Mary saw Tims navel thinking it looked like a board. The navel is [MASK].	flat	curved	1
thumb	swollen	okay	metal	cloth	Brians's thumb was hit by a metal ball when playing around. The thumb is [MASK].	swollen	okay	1
envelope	open	closed	easily	not	Bill could easily check the contents of the envelope. The envelope is [MASK].	open	closed	1
sweeper	human	animalistic	man	machine	The man cleaned the floor. The sweeper is [MASK].	human	animalistic	1
thumbtack	plastic	rigid	bent	hurt	Mike stepped on the thumbtack and it bent. The thumbtack is [MASK].	plastic	rigid	1
ant	alive	dead	annoyed	crushed	The and was annoyed by the boot. The ant is [MASK].	alive	dead	1
wine bottle	empty	full	drunk	sober	Carly was feeling very drunk. The wine bottle is [MASK].	empty	full	1
crumb	edible	noxious	plate	toilet	The crumb fell in the plate. The crumb is [MASK].	edible	noxious	1
spear	sharp	dull	cut	bruise	Susan stabbed the bear with the spear, giving it a large cut. The spear is [MASK].	sharp	dull	1
oatmeal	edible	rotten	fresh	moldy	The oatmeal smells fresh. The oatmeal is [MASK].	edible	rotten	1
orange	orange	yellow	ripe	underripe	Kelly's orange from her orange tree is ripe. The orange is [MASK].	orange	yellow	1
silverware	gold	steel	some	nothing	The man looking for gold silverware found some at the store. The silverware is [MASK].	gold	steel	1
car door	open	shut	leaving	driving	Francine is leaving her car. The car door is [MASK].	open	shut	1
pocket watch	portable	gigantic	chain	crane	Jane lifted the pocket watch with its chain. The pocket watch is [MASK].	portable	gigantic	1
cord	long	tiny	extensive	short	There was a extensive cord attached. The cord is [MASK].	long	tiny	1
clarinet	rare	ubiquitous	thousand	hundred	Susan bought the clarinet at auction for two thousand dollars. The clarinet is [MASK].	rare	ubiquitous	1
briefcase	open	closed	display	hide	John decided to display the contents of his briefcase. The briefcase is [MASK].	open	closed	1
armor	thick	thin	layered	skimpy	The warrior's confidence in battle was occasionally affected by the layered craftmanship of the armor worn. The armor is [MASK].	thick	thin	1
canoe	portable	huge	easy	challenging	I found it easy to transport the canoe. The canoe is [MASK].	portable	huge	1
weed	edible	toxic	salad	wreath	Bill picked the weeds to make a salad. The weed is [MASK].	edible	toxic	1
