User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,biased_context_prompt,adversarial_context_prompt,Are these words synonymous?[ {{Associative Bias}} / {{biased_word_context}} ],Are these words synonymous?[ {{Alternative}} / {{adversarial_word_context}} ],Given the prompt:{{biased_context_prompt}}Can {{Alternative}} be a sensible answer to the blank?,Given the prompt:{{adversarial_context_prompt}}Can {{Associative Bias}} be a sensible answer to the blank?
9KNVR6X2DWC4,speedometer,accurate,inaccurate,moving,stuck,Adam noticed the speedometer was moving as he increased his speed. The speedometer is ____.,Adam noticed the speedometer was stuck as he increased his speed. The speedometer is ____.,No,No,No,No
XXKCFJGVJDTX,drill,simple,complex,bored,confused,Dina was bored by the drill. The drill is ____.,Dina was confused by the drill. The drill is ____.,No,No,No,No
FPMCK2P37RW2,gong,large,tiny,pyramid,desk,The bronze gong sat on top of the pyramid. The gong is ____.,The bronze gong sat on top of the desk. The gong is ____.,No,No,No,No
9KNVR6X2DWC4,sled,heavy,thin,difficulty,ease,Mia could lift the sled with difficulty. The sled is ____.,Mia could lift the sled with ease. The sled is ____.,No,No,No,No
XXKCFJGVJDTX,fire pit,empty,stuffed,gone,blazing,Leonard's fire is gone in the fire pit. The fire pit is ____.,Leonard's fire is blazing in the fire pit. The fire pit is ____.,No,No,No,No
C69D7VD39FKM,tiara,gold,platinum,yellow,silver,Dina's princess tiara has a reflection that is yellow. The tiara is ____.,Dina's princess tiara has a reflection that is silver. The tiara is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,cart,empty,full,purchased,observed,Barbara purchased what was in her cart. The cart is ____.,Barbara observed what was in her cart. The cart is ____.,No,No,No,No
XH7FWCGRRXDJ,tab,empty,filled,blank,hearty,She gave me a blank tab. The tab is ____.,She gave me a hearty tab. The tab is ____.,Yes,No,No,No
NFN2M74RPJ2Q,clover,edible,inedible,digested,rejected,The rabbit digested the clover in her field. The clover is ____.,The rabbit rejected the clover in her field. The clover is ____.,No,No,No,No
HWDQZR3ZTFRN,chickpea,extinct,existing,terminated ,active ,"Depending on your pallet preference, the chickpea might be terminated  in your regular diet choices. The chickpea is ____.","Depending on your pallet preference, the chickpea might be active  in your regular diet choices. The chickpea is ____.",No,Yes,Yes,No
XH7FWCGRRXDJ,cocoon,elastic,unbending,flattered,shattered,Bill squeezed the cocoon and it flattered. The cocoon is ____.,Bill squeezed the cocoon and it shattered. The cocoon is ____.,No,No,No,No
FPMCK2P37RW2,bullet,empty,full,hollow,loaded,The bullet is hollow. The bullet is ____.,The bullet is loaded. The bullet is ____.,Yes,No,No,No
9KNVR6X2DWC4,train car,empty,stuffed,exited,entered,The large crowd of passengers had exited the train car. The train car is ____.,The large crowd of passengers had entered the train car. The train car is ____.,No,No,No,No
9KNVR6X2DWC4,snack,delicious,rotten,excited,disgusted,I was excited by the snack. The snack is ____.,I was disgusted by the snack. The snack is ____.,No,No,No,No
NFN2M74RPJ2Q,marble,precious,common,manor,pre-fab,The marble was installed in a manor house. The marble is ____.,The marble was installed in a pre-fab house. The marble is ____.,No,No,Yes,Yes
XJKGQQWFXKTX,can,heavy,light,difficult,easy,The can is difficult to carry. The can is ____.,The can is easy to carry. The can is ____.,No,No,No,No
FPMCK2P37RW2,bear,extinct,thriving,never,often,Bears are never encountered. The bear is ____.,Bears are often encountered. The bear is ____.,No,No,No,No
XH7FWCGRRXDJ,okra,edible,inedible,great,nauseating,May made a great salad with the okra. The okra is ____.,May made a nauseating salad with the okra. The okra is ____.,No,No,No,No
XH7FWCGRRXDJ,panda,edible,inedible,cooked,buried,Martin overheard the dead panda would be cooked. The panda is ____.,Martin overheard the dead panda would be buried. The panda is ____.,No,No,No,No
XJKGQQWFXKTX,coconut,edible,inedible,juice,dirt,Robert cracked open a coconut and juice poured out. The coconut is ____.,Robert cracked open a coconut and dirt poured out. The coconut is ____.,No,No,No,No
XH7FWCGRRXDJ,bowling ball,round,cubical,fast,slow,The bowling ball moved fast down the lane. The bowling ball is ____.,The bowling ball moved slow down the lane. The bowling ball is ____.,No,No,No,No
XJKGQQWFXKTX,pipe,hollow,solid,through,against,The water flowed through the pipe. The pipe is ____.,The water flowed against the pipe. The pipe is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,nail,sharp,dull,ease,difficulty,Bill pounded the nail in with ease. The nail is ____.,Bill pounded the nail in with difficulty. The nail is ____.,No,No,No,No
XH7FWCGRRXDJ,stamp,circular,rectangular,round,squared,Jevon's needed one more stamp to insert into his collection book but this newly-found stamp was much too round. The stamp is ____.,Jevon's needed one more stamp to insert into his collection book but this newly-found stamp was much too squared. The stamp is ____.,No,No,No,No
XH7FWCGRRXDJ,lawnmower,portable,stuck,use,display,Finn's lawnmower is made for use. The lawnmower is ____.,Finn's lawnmower is made for display. The lawnmower is ____.,No,No,No,No
NFN2M74RPJ2Q,grill,open,closed,cooked,defrosted,The burger was being cooked on the grill. The grill is ____.,The burger was being defrosted on the grill. The grill is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,beetle,poisonous,safe,terror,confidence,Ashley let the beetle walk on her arm with terror. The beetle is ____.,Ashley let the beetle walk on her arm with confidence. The beetle is ____.,No,No,No,No
9KNVR6X2DWC4,bed,empty,full,new,used,The bed is new. The bed is ____.,The bed is used. The bed is ____.,No,No,Yes,No
XJKGQQWFXKTX,orange,orange,green,table,tree,Neville's orange was on the table. The orange is ____.,Neville's orange was on the tree. The orange is ____.,No,No,No,Yes
FWD4Z73KK6F6,bedpost,wooden,metal,Carved,Welded,Bob Carved his bed post for his room. The bedpost is ____.,Bob Welded his bed post for his room. The bedpost is ____.,No,No,No,No
XJKGQQWFXKTX,lamp,on,disconnected,switch,cord,Romero ran into the room and pulled the lamp switch. The lamp is ____.,Romero ran into the room and pulled the lamp cord. The lamp is ____.,No,No,No,Yes
XH7FWCGRRXDJ,saucer,empty,filled,sink,cat,Minnie put the saucer next to the sink. The saucer is ____.,Minnie put the saucer next to the cat. The saucer is ____.,No,No,No,No
9KNVR6X2DWC4,jug,small,big,cup,gallon,Doug filled the jug with a cup of water. The jug is ____.,Doug filled the jug with a gallon of water. The jug is ____.,No,No,No,No
FWD4Z73KK6F6,weed,edible,inedible,wonderful,terrible,Adding the weed to her soup gave it a wonderful flavor. The weed is ____.,Adding the weed to her soup gave it a terrible flavor. The weed is ____.,No,Yes,No,No
9KNVR6X2DWC4,okra,edible,poisonous,butter,Windex,"In the soup, the okra was coated with butter. The okra is ____.","In the soup, the okra was coated with Windex. The okra is ____.",No,No,No,No
VNAQPVX4R36A,match,over,beginning,leaving,arriving,The crowd is still leaving. The match is ____.,The crowd is still arriving. The match is ____.,No,No,No,No
XH7FWCGRRXDJ,sheath,long,short,narrow,wide,Frank held up his narrow sheath. The sheath is ____.,Frank held up his wide sheath. The sheath is ____.,Yes,Yes,No,No
NFN2M74RPJ2Q,chime,silent,loud,unpluged,plugged,Tim's new doorbell is unpluged in. The chime is ____.,Tim's new doorbell is plugged in. The chime is ____.,No,No,No,No
XJKGQQWFXKTX,pendulum,rigid,lenient,functional,broken,The clock has a functional pendulum. The pendulum is ____.,The clock has a broken pendulum. The pendulum is ____.,No,No,No,Yes
9KNVR6X2DWC4,bikini,optional,mandatory,Nobody,Everybody,Nobody Looked at mark when he refused to wear the bikini. The bikini is ____.,Everybody Looked at mark when he refused to wear the bikini. The bikini is ____.,No,No,No,No
XJKGQQWFXKTX,potpie,small,gigantic,son,town,Jenny made her potpie for her son. The potpie is ____.,Jenny made her potpie for her town. The potpie is ____.,No,No,Yes,No
XJKGQQWFXKTX,footrest,flat,bumpy,smooth,uneven,Bill ran his hand across the smooth surface of the footrest. The footrest is ____.,Bill ran his hand across the uneven surface of the footrest. The footrest is ____.,No,Yes,No,No
FPMCK2P37RW2,candy bar,edible,inedible,chocolate,wax,Mike's candy bar was made of chocolate. The candy bar is ____.,Mike's candy bar was made of wax. The candy bar is ____.,No,No,No,No
FPMCK2P37RW2,tuxedo,traditional,non-traditional,customary,modern,I prefer a customary tuxedo. The tuxedo is ____.,I prefer a modern tuxedo. The tuxedo is ____.,No,No,No,No
NFN2M74RPJ2Q,gift,good,bad,socks,xBoxes,The gift was a pair of socks. The gift is ____.,The gift was a pair of xBoxes. The gift is ____.,No,No,Yes,Yes
FWD4Z73KK6F6,crab,edible,diseased,tender,dying,Jess thought the crab was tender. The crab is ____.,Jess thought the crab was dying. The crab is ____.,No,Yes,No,No
NFN2M74RPJ2Q,scoreboard,online,offline,disconnected,connected,Brad disconnected the scoreboard. The scoreboard is ____.,Brad connected the scoreboard. The scoreboard is ____.,No,No,Yes,Yes
FPMCK2P37RW2,hot tub,free,costly,motel,resort,Quincy enjoyed the hot tub at the motel. The hot tub is ____.,Quincy enjoyed the hot tub at the resort. The hot tub is ____.,No,No,No,No
XH7FWCGRRXDJ,basketball hoop,circular,square,sphere,cube,The basketball itself is a sphere. The basketball hoop is ____.,The basketball itself is a cube. The basketball hoop is ____.,Yes,Yes,No,No
VNAQPVX4R36A,pillow,warm,cold,toasty,frozen,Bill's pillow was toasty. The pillow is ____.,Bill's pillow was frozen. The pillow is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,kimono,short,lengthened,exposed,hidden,Kimiko's legs were exposed by her outfit during the ceremony. The kimono is ____.,Kimiko's legs were hidden by her outfit during the ceremony. The kimono is ____.,No,No,No,No
FPMCK2P37RW2,gondola,empty,overflowing,winter,summer,We saw the roofless gondola during winter. The gondola is ____.,We saw the roofless gondola during summer. The gondola is ____.,No,No,No,Yes
9KNVR6X2DWC4,mongoose,prey,predatory,scared,dismissive,The mongoose was scared of all the other animals in its natural environment. The mongoose is ____.,The mongoose was dismissive of all the other animals in its natural environment. The mongoose is ____.,No,No,No,No
XH7FWCGRRXDJ,vest,long,small,tails,shrunk,Patrick's vest has tails. The vest is ____.,Patrick's vest has shrunk. The vest is ____.,No,No,No,No
XXKCFJGVJDTX,roulette wheel,endless,ending,broken,slowing,Manuel watched the broken computerized roulette wheel. The roulette wheel is ____.,Manuel watched the slowing computerized roulette wheel. The roulette wheel is ____.,No,No,Yes,No
XH7FWCGRRXDJ,stem,smooth,rough,daisy,rose,Mike examined the stem of the daisy. The stem is ____.,Mike examined the stem of the rose. The stem is ____.,No,No,No,No
HWDQZR3ZTFRN,birdhouse,open,closed,in,off,The birds bounced in the birdhouse. The birdhouse is ____.,The birds bounced off the birdhouse. The birdhouse is ____.,No,No,Yes,Yes
XH7FWCGRRXDJ,fishhook,long,short,marlin,minnow,The fishhook could have caught a marlin. The fishhook is ____.,The fishhook could have caught a minnow. The fishhook is ____.,No,No,No,No
9KNVR6X2DWC4,ram,large,little,adult,baby,"Joseph, the ram, is an adult. The ram is ____.","Joseph, the ram, is an baby. The ram is ____.",No,No,No,No
XH7FWCGRRXDJ,tray,empty,stuffed,eaten,ready,Victor's tray of bread is eaten. The tray is ____.,Victor's tray of bread is ready. The tray is ____.,No,No,No,No
9KNVR6X2DWC4,potato,vegetable,fruit,vegetarian,bat,A vegetarian would enjoy the potato. The potato is ____.,A bat would enjoy the potato. The potato is ____.,No,No,No,Yes
XH7FWCGRRXDJ,buoy,empty,full,something,nothing,The buoy has space for something. The buoy is ____.,The buoy has space for nothing. The buoy is ____.,No,No,No,No
FPMCK2P37RW2,puddle,full,dried,continued,stopped,The rain continued falling after 5:00pm. The puddle is ____.,The rain stopped falling after 5:00pm. The puddle is ____.,No,No,No,No
XH7FWCGRRXDJ,projector,portable,heavy,laptop,mainframe,The projector was the size of a laptop computer. The projector is ____.,The projector was the size of a mainframe computer. The projector is ____.,No,No,No,No
XXKCFJGVJDTX,plastic film,thin,thick,translucent,opaque,The film is very translucent. The plastic film is ____.,The film is very opaque. The plastic film is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,chickpea,extinct,living,eradicated,planted,Chickpeas had long been eradicated in this area. The chickpea is ____.,Chickpeas had long been planted in this area. The chickpea is ____.,Yes,No,No,No
76VNAHQ9VAC3,ear,small,enormous,tiny,large,The worried doctor said that my ear looked abnormally tiny. The ear is ____.,The worried doctor said that my ear looked abnormally large. The ear is ____.,Yes,Yes,No,No
VNAQPVX4R36A,train car,open,unavailable,waiting,closed,Kim walked up to the train car and saw that it was waiting for passengers. The train car is ____.,Kim walked up to the train car and saw that it was closed for passengers. The train car is ____.,No,Yes,No,No
XH7FWCGRRXDJ,chalkboard,empty,full,cleaned,used,I found the chalkboard to be freshly cleaned. The chalkboard is ____.,I found the chalkboard to be freshly used. The chalkboard is ____.,No,No,No,No
FWD4Z73KK6F6,wrap,elastic,rigid,cloth,metal,Justine's wrap is made of cloth. The wrap is ____.,Justine's wrap is made of metal. The wrap is ____.,No,No,No,No
9KNVR6X2DWC4,air mattress,portable,heavy,easy,backbreaking,It was easy work to move the air mattress across the room. The air mattress is ____.,It was backbreaking work to move the air mattress across the room. The air mattress is ____.,No,No,No,No
XH7FWCGRRXDJ,cart,empty,stuffed,zero,many,May's shopping cart was filled with zero things. The cart is ____.,May's shopping cart was filled with many things. The cart is ____.,No,No,No,No
XH7FWCGRRXDJ,whiteboard,empty,full,started,finished,The teacher just started the lesson using the whiteboard. The whiteboard is ____.,The teacher just finished the lesson using the whiteboard. The whiteboard is ____.,No,No,No,No
XH7FWCGRRXDJ,pear,fruit,toy,squished,squeaked,Susan squeezed the pear until it squished. The pear is ____.,Susan squeezed the pear until it squeaked. The pear is ____.,No,No,No,No
FWD4Z73KK6F6,turkey,extinct,existing,museum,oven,Gail peered at the bird in the museum. The turkey is ____.,Gail peered at the bird in the oven. The turkey is ____.,No,No,No,No
FPMCK2P37RW2,tarp,transparent,opaque,inside,surface,People could see the inside of Justin's tent made of a tarp. The tarp is ____.,People could see the surface of Justin's tent made of a tarp. The tarp is ____.,No,No,No,No
W9XTVGDF6CV4,aquarium,open,abandoned,ajar,behind,They left the aquarium ajar. The aquarium is ____.,They left the aquarium behind. The aquarium is ____.,Yes,Yes,No,No
XJKGQQWFXKTX,ostrich,large,tiny,broken,left,Jill realized her pet ostrich had broken the bed. The ostrich is ____.,Jill realized her pet ostrich had left the bed. The ostrich is ____.,No,No,No,Yes
XH7FWCGRRXDJ,oven,cold,warm,flat,risen,I put the bread dough in the oven and when I came back an hour later it was flat. The oven is ____.,I put the bread dough in the oven and when I came back an hour later it was risen. The oven is ____.,No,No,No,No
FWD4Z73KK6F6,pancake,edible,contaminated,chocolate,gravel,Mike mixed chocolate into the pancake batter. The pancake is ____.,Mike mixed gravel into the pancake batter. The pancake is ____.,No,No,No,No
